,author,text,gender,age
2174,25789f19-6181-492d-9f0d-d3b6d07fcc97,My Month Without a Smartphone http://t.co/R2BNr9iXh0		,F,35-49
2175,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: Portrait of a Narcissist’s Significant Other http://t.co/cAZ5imhPhb		,F,35-49
2176,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: Portrait of a Narcissist’s Significant Other http://t.co/UkZ8EWG6pR		,F,35-49
2177,25789f19-6181-492d-9f0d-d3b6d07fcc97,"Hey! Blissfire Media released an awesome ebook on health and fitness from celebrity personal trainer, Michael... http://t.co/Qe8qakyNR7		",F,35-49
2178,25789f19-6181-492d-9f0d-d3b6d07fcc97,‘Little Black Book of Health and Fitness Tips’ by New Jersey’s Premier Personal Trainer http://t.co/40t6UooPzB via @username		,F,35-49
2179,25789f19-6181-492d-9f0d-d3b6d07fcc97,How to Get Your Free eBook - http://t.co/wT0VjrZiB1 via @username		,F,35-49
2180,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: Portrait of a Narcissist’s Significant Other http://t.co/uDyPSCfThA on @username		,F,35-49
2181,25789f19-6181-492d-9f0d-d3b6d07fcc97,'Little Black Book of Health and Fitness Tips' is Now Available in eBook - http://t.co/4hHEPch5Lr via @username #blog30 #blogboost		,F,35-49
2182,25789f19-6181-492d-9f0d-d3b6d07fcc97,Want a free copy of my new ebook? - http://t.co/ZRil3wXh8D via @username		,F,35-49
2183,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: Portrait of a Narcissist’s Significant Other http://t.co/yZJMUqYo4f		,F,35-49
2184,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: Portrait of a Narcissist’s Significant Other http://t.co/8ggTmejgZb		,F,35-49
2185,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: Portrait of a Narcissist’s Significant Other http://t.co/fKV0GbvtQo		,F,35-49
2186,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: Portrait of a Narcissist’s Significant Other - http://t.co/KMF362E7bB via @username		,F,35-49
2187,25789f19-6181-492d-9f0d-d3b6d07fcc97,"No Treadmill, No Prob: How to Stay in Shape Without Exercise Equipment - http://t.co/D1aoHQvKVV via @username		",F,35-49
2188,25789f19-6181-492d-9f0d-d3b6d07fcc97,"Some people! So this kid who is as tall as me (5', but still!) has been bullying my very petite 6-year-old on the... http://t.co/GDeRtsaofq		",F,35-49
2189,25789f19-6181-492d-9f0d-d3b6d07fcc97,White House hosts student film festival http://t.co/CuGoGStTBA via @username		,F,35-49
2190,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: Portrait of a Narcissist’s Significant Other http://t.co/pqUAJwxpQg		,F,35-49
2191,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: Portrait of a Narcissist’s Significant Other http://t.co/BQJ4YtjC8n		,F,35-49
2192,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: Portrait of a Narcissist’s Significant Other - http://t.co/KMF362E7bB via @username		,F,35-49
2193,25789f19-6181-492d-9f0d-d3b6d07fcc97,Change a Life by Sharing Your Story http://t.co/9tG2PeP4Qq		,F,35-49
2194,25789f19-6181-492d-9f0d-d3b6d07fcc97,Change a Life by Sharing Your Story http://t.co/6QGRwhD86q		,F,35-49
2195,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: Portrait of a Narcissist’s Significant Other - http://t.co/ZO1AsXX5FE via @username		,F,35-49
2196,25789f19-6181-492d-9f0d-d3b6d07fcc97,'It's Not Supposed to Hurt: Overcoming #ToxicLove and Narcissism in Relationships' - http://t.co/2OrpjKcA7n  #toxicrelationships		,F,35-49
2197,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: New Help for Victims of Narcissism in Relationships - http://t.co/sV5x8pwtGx via @username		,F,35-49
2198,25789f19-6181-492d-9f0d-d3b6d07fcc97,#TBT all over the place!		,F,35-49
2199,25789f19-6181-492d-9f0d-d3b6d07fcc97,Very difficult to get things done when websites aren't functioning properly. Feeling like throwing some servers... http://t.co/h2j3BNaoVn		,F,35-49
2200,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: New Help for Victims of Narcissism in Relationships http://t.co/9q480izzYz		,F,35-49
2201,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: New Help for Victims of Narcissism in Relationships http://t.co/IRiyD885N5		,F,35-49
2202,25789f19-6181-492d-9f0d-d3b6d07fcc97,Want a free copy of my new ebook? - http://t.co/ZRil3wXh8D via @username		,F,35-49
2203,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: New Help for Victims of Narcissism in Relationships http://t.co/weorTRDeOj		,F,35-49
2204,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: New Help for Victims of Narcissism in Relationships http://t.co/AKnkiP4H1o		,F,35-49
2205,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: New Help for Victims of Narcissism in Relationships http://t.co/wcXPuNaKB9		,F,35-49
2206,25789f19-6181-492d-9f0d-d3b6d07fcc97,What a fabulous start to my birthday. Woke up to 32 sweet messages from friends plus a stress-free morning topped... http://t.co/R1AFyyp7Ns		,F,35-49
2207,25789f19-6181-492d-9f0d-d3b6d07fcc97,Toxic Love: New Help for Victims of Narcissism in Relationships - http://t.co/32zInNBUU1		,F,35-49
2208,25789f19-6181-492d-9f0d-d3b6d07fcc97,The little bully and her friends made a point of showing up at our bus stop today and gave my fellow neighborhood... http://t.co/utzr90bM4v		,F,35-49
2209,25789f19-6181-492d-9f0d-d3b6d07fcc97,Don't they know who we ARE? #callingoutbullies #wrongkidstomesswith #notinmyneighborhood #buddiecrew Bill... http://t.co/M4LJyAbbw0		,F,35-49
2210,25789f19-6181-492d-9f0d-d3b6d07fcc97,The Busy Person’s Guide to Reducing Stress http://t.co/Da8klyM9hz		,F,35-49
2211,25789f19-6181-492d-9f0d-d3b6d07fcc97,The Busy Person’s Guide to Reducing Stress http://t.co/WzgbAvleoM		,F,35-49
2212,25789f19-6181-492d-9f0d-d3b6d07fcc97,Op-Ed: American Airlines shows companies can avoid laying off workers http://t.co/bMav6FDvYR via @username		,F,35-49
2213,25789f19-6181-492d-9f0d-d3b6d07fcc97,Paralyzed by Perfectionism http://t.co/qNb5RUxKWG on @username		,F,35-49
2214,25789f19-6181-492d-9f0d-d3b6d07fcc97,This Kind of Love: One More Benefit of Being a Hot Wife - http://t.co/PJodaE6Iwc		,F,35-49
2215,25789f19-6181-492d-9f0d-d3b6d07fcc97,Dedicated to Bill Atkinson <3 http://t.co/nTXzdKz7IZ		,F,35-49
2216,25789f19-6181-492d-9f0d-d3b6d07fcc97,Why One 4-Star Amazon Review of My Book is Better Than Two 5-Star Reviews http://t.co/3JRy374yZQ		,F,35-49
2217,25789f19-6181-492d-9f0d-d3b6d07fcc97,Stepford Perfect: What a Hot Wife is Not - http://t.co/tR9kM1mLiv via @username		,F,35-49
2218,25789f19-6181-492d-9f0d-d3b6d07fcc97,All About How to Be a Hot Wife - http://t.co/j9bOW1dIvM via @username		,F,35-49
2219,25789f19-6181-492d-9f0d-d3b6d07fcc97,Paralyzed by Perfectionism http://t.co/yB5eA9WeY2		,F,35-49
2220,25789f19-6181-492d-9f0d-d3b6d07fcc97,Paralyzed by Perfectionism http://t.co/JpSUuJ0Kt8		,F,35-49
2221,25789f19-6181-492d-9f0d-d3b6d07fcc97,Paralyzed by Perfectionism http://t.co/mf2b7B017l		,F,35-49
2222,25789f19-6181-492d-9f0d-d3b6d07fcc97,Paralyzed by Perfectionism - Project Blissful's new featured #Blogger SARAH!!! http://t.co/LybSuuLkfS via @username		,F,35-49
2223,25789f19-6181-492d-9f0d-d3b6d07fcc97,Oh my GOODNESS I did a good thing. I got this amazing woman to write regularly for Project Blissful!! Sarah Kelly... http://t.co/iLPrVd1OOv		,F,35-49
2224,25789f19-6181-492d-9f0d-d3b6d07fcc97,"My week on twitter: 12 Mentions, 8.62K Mention Reach, 4 Replies, 1 Retweets, 168 Retweet Reach. via http://t.co/HQN1BqYnLF		",F,35-49
2225,25789f19-6181-492d-9f0d-d3b6d07fcc97,The Busy Person’s Guide to Reducing Stress http://t.co/TwYJqd35bZ		,F,35-49
2226,25789f19-6181-492d-9f0d-d3b6d07fcc97,The Busy Person’s Guide to Reducing Stress http://t.co/YfR3bZAVlk		,F,35-49
2227,25789f19-6181-492d-9f0d-d3b6d07fcc97,Enhance Energies with a Cleanse http://t.co/WL5CinaH2j on @username		,F,35-49
2228,25789f19-6181-492d-9f0d-d3b6d07fcc97,Enhance Energies with a Cleanse http://t.co/39BoWHJphx		,F,35-49
2229,25789f19-6181-492d-9f0d-d3b6d07fcc97,Enhance Energies with a Cleanse http://t.co/ltvk7d9XnC		,F,35-49
2230,25789f19-6181-492d-9f0d-d3b6d07fcc97,Enhance Energies with a Cleanse http://t.co/mTUhO97PGg		,F,35-49
2231,25789f19-6181-492d-9f0d-d3b6d07fcc97,Enhance Energies with a Cleanse http://t.co/7RGE3lPXq8		,F,35-49
2232,25789f19-6181-492d-9f0d-d3b6d07fcc97,How to Do a Complete Cleanse http://t.co/i37HtjGkfO on @username		,F,35-49
2233,25789f19-6181-492d-9f0d-d3b6d07fcc97,How to Do a Complete Cleanse http://t.co/nxeNlvblQ1		,F,35-49
2234,25789f19-6181-492d-9f0d-d3b6d07fcc97,How to Do a Complete Cleanse http://t.co/AcpmGZ07yU		,F,35-49
2235,25789f19-6181-492d-9f0d-d3b6d07fcc97,How to Do a Complete Cleanse http://t.co/ucOjYsIIRP		,F,35-49
2236,25789f19-6181-492d-9f0d-d3b6d07fcc97,How to Do a Complete Cleanse http://t.co/PeuZzU4ip7		,F,35-49
2237,25789f19-6181-492d-9f0d-d3b6d07fcc97,How to Do a Complete Cleanse http://t.co/CkZJG2UESJ		,F,35-49
2238,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I wish my mom would just let me get a job		,M,18-24
2239,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username @username I don't have one ..		,M,18-24
2240,2aa1a2fb-ff75-4228-a806-f66c39b292f9,People say that only faithful girls will get super jealous but I personally think jealousy is an issue of self confidence not loyalty...		,M,18-24
2241,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username I'm saying though that people thinks if you don't get jealous all the time the girl isn't loyal		,M,18-24
2242,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username exactly you don't need to be a psycho bitch to show you care about someone		,M,18-24
2243,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username ???????????? I already know		,M,18-24
2244,2aa1a2fb-ff75-4228-a806-f66c39b292f9,My hands are so ugly with short nails ???? fml		,M,18-24
2245,2aa1a2fb-ff75-4228-a806-f66c39b292f9,How do people live without nails.. This feel so gross		,M,18-24
2246,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I can literally feel everything on my finger tips and it's feels horrible		,M,18-24
2247,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username what		,M,18-24
2248,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username wow I just finished 4 hours of hw too		,M,18-24
2249,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I love my friends so much ????		,M,18-24
2250,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username I'm sorry ???? but thank you		,M,18-24
2251,2aa1a2fb-ff75-4228-a806-f66c39b292f9,People are so annoying		,M,18-24
2252,2aa1a2fb-ff75-4228-a806-f66c39b292f9,It blows my mind that my nail broke from closing my window but here I am physically having the hardest time cutting the rest		,M,18-24
2253,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Killing who ever took my matte clear coat		,M,18-24
2254,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Currently learning how to live life with short nails		,M,18-24
2255,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username OMG I know right		,M,18-24
2256,2aa1a2fb-ff75-4228-a806-f66c39b292f9,LRT is the story of my life		,M,18-24
2257,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Eating cheese and crying what has my life even come to I hate cheese		,M,18-24
2258,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Idk why I decided to start watching a movie rn		,M,18-24
2259,2aa1a2fb-ff75-4228-a806-f66c39b292f9,But whatever brad Pitt is sexy af		,M,18-24
2260,2aa1a2fb-ff75-4228-a806-f66c39b292f9,“@username: “@username: But whatever nati is sexy af” ayeee”????		,M,18-24
2261,2aa1a2fb-ff75-4228-a806-f66c39b292f9,If I'm in the middle of saving all of humanity I would be so pissed that the way I died is by slipping and accidentally shooting myself		,M,18-24
2262,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I want hashbrowns		,M,18-24
2263,2aa1a2fb-ff75-4228-a806-f66c39b292f9,When does McDonald's stop serving breakfast today		,M,18-24
2264,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username I leave school at 10:45		,M,18-24
2265,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I'm going to fuck someone up at Taco Bell they fuck my food up every time		,M,18-24
2266,2aa1a2fb-ff75-4228-a806-f66c39b292f9,It is so frustrating when no one understands		,M,18-24
2267,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I love Ronnie's snapchat stories		,M,18-24
2268,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I'm still having such a hard time typing ????		,M,18-24
2269,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I love how even though I don't fuck with anyone there's always people willing to do things for me I appreciate it ????		,M,18-24
2270,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I just want my hair done :(		,M,18-24
2271,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username r u being white		,M,18-24
2272,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Too tired????		,M,18-24
2273,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username why is that the size of you		,M,18-24
2274,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username I'm on baes side		,M,18-24
2275,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Laura's gonna hold this picture of Brandon against him for the rest of his life		,M,18-24
2276,2aa1a2fb-ff75-4228-a806-f66c39b292f9,When r people in school gonna get it through their heads that I'm nobodies girl		,M,18-24
2277,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username it doesn't work for all schools????		,M,18-24
2278,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username tf I already tried lmao		,M,18-24
2279,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username I swear it didn't work a few weeks ago but thank god it does now????		,M,18-24
2280,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I just want new shoes a new bag my hair done and this iPhone 6 and I'm soooooo impatient		,M,18-24
2281,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username I'll do it if it's a boy		,M,18-24
2282,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username I said I would do it		,M,18-24
2283,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username CHRISTINA ILL BE THE FLOWER GIRL IF YOUR BABY IS A BOY		,M,18-24
2284,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Seriously why is my shit always disappearing		,M,18-24
2285,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Like who tf took my flash drive out of my Xbox		,M,18-24
2286,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I don't understand girls who beg for attention from guys. Why is that necessary just stfu and sit down		,M,18-24
2287,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I can't sleep ???? and no ones up		,M,18-24
2288,2aa1a2fb-ff75-4228-a806-f66c39b292f9,With beb http://t.co/g7gUpIGaB4		,M,18-24
2289,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Pretty sure oomf is covering up the fact that she's still hurt af		,M,18-24
2290,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Literally no one cares		,M,18-24
2291,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Love that I can pull off both light and dark hair		,M,18-24
2292,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Jon calling me puta is so cute????		,M,18-24
2293,2aa1a2fb-ff75-4228-a806-f66c39b292f9,This shit head is playing country I'm going to KMS		,M,18-24
2294,2aa1a2fb-ff75-4228-a806-f66c39b292f9,When's my phone gonna update????		,M,18-24
2295,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Why am I still not getting this update ????		,M,18-24
2296,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Do you need wifi for this update?		,M,18-24
2297,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Do you guys realize that you can simply delete apps like twitter and just download them again after the update..		,M,18-24
2298,2aa1a2fb-ff75-4228-a806-f66c39b292f9,There's so many ways to save storage but you guys are gay and like keeping 200 unread messages to look cool ????		,M,18-24
2299,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Do you see this fuckery http://t.co/FYpyxyjT8j		,M,18-24
2300,2aa1a2fb-ff75-4228-a806-f66c39b292f9,"I ask what am I good at and all my friends can say is ""being a bitch"" or ""doing nails""????		",M,18-24
2301,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I never understood how adults barely had friends but now I do		,M,18-24
2302,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Bitches are always gonna hate you when their bf is the one up your ass		,M,18-24
2303,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Having short nails is making my life miserable		,M,18-24
2304,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Annoyed bc verizon has shitty wifi and I haven't been able to update my phone all day		,M,18-24
2305,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Beyonce's 4 album is my fav		,M,18-24
2306,2aa1a2fb-ff75-4228-a806-f66c39b292f9,"So sad you're hurt boohoo oh, did you expect me to care?		",M,18-24
2307,2aa1a2fb-ff75-4228-a806-f66c39b292f9,“@username: Hard nipples ???????? #DollaMakeMeHolla http://t.co/BAWkambakl” ily a lot		,M,18-24
2308,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I'm so emotionally exhausted		,M,18-24
2309,2aa1a2fb-ff75-4228-a806-f66c39b292f9,"I will never understand the logic in ""dressing up"" and wearing a simple outfit with no make up or accessories or hair done		",M,18-24
2310,2aa1a2fb-ff75-4228-a806-f66c39b292f9,“@username: @username OF COURSE SOMETIMES SHIT GO DOWN WHEN THERES A BILLION DOLLARS ON THE ELEVATOR” my shit????		,M,18-24
2311,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username you can say what you want I'm the shit????		,M,18-24
2312,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I give up I'm just gonna wait for my iPhone 6		,M,18-24
2313,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username why		,M,18-24
2314,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username someone's gonna die soon nati no time to knock in wood		,M,18-24
2315,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Guys when you have a dream that your teeth are falling out it means someone's gonna die I'm not joking		,M,18-24
2316,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username @username ok well when someone dies don't be shocked		,M,18-24
2317,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username I was kidding anyway I know it's gonna be someone in my family you wouldn't possibly know lol		,M,18-24
2318,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I just want to nap I've had a headache all day		,M,18-24
2319,2aa1a2fb-ff75-4228-a806-f66c39b292f9,The shovel girls gonna be on dr Phil ????		,M,18-24
2320,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username I don't have it either		,M,18-24
2321,2aa1a2fb-ff75-4228-a806-f66c39b292f9,So frickin tired and can't sleep		,M,18-24
2322,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Bitches get so conceited with tiniest amount of male attention		,M,18-24
2323,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I need shoes ????		,M,18-24
2324,2aa1a2fb-ff75-4228-a806-f66c39b292f9,“@username: Lightskin ass http://t.co/XUcMIjtWhF” suck my ass		,M,18-24
2325,2aa1a2fb-ff75-4228-a806-f66c39b292f9,"Perry hall isnt ghetto, Overlea is...		",M,18-24
2326,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Immature guys is probably the most tiring thing ever and the fact that they're all immature at this age is exhausting		,M,18-24
2327,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Why is no one up		,M,18-24
2328,2aa1a2fb-ff75-4228-a806-f66c39b292f9,I don't want to be awake right now ????		,M,18-24
2329,2aa1a2fb-ff75-4228-a806-f66c39b292f9,“@username: im so ready to be done with high school”seriously ????		,M,18-24
2330,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Hate when I forget what I'm gonna do		,M,18-24
2331,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Do your eyes ever water when you take that morning pee		,M,18-24
2332,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username @username @username this page is cadens Bible		,M,18-24
2333,2aa1a2fb-ff75-4228-a806-f66c39b292f9,“@username: watching the fault in our stars ????” wtf I wanna see		,M,18-24
2334,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username wtf ????		,M,18-24
2335,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Brad Pitt in 12 years a slave ????		,M,18-24
2336,2aa1a2fb-ff75-4228-a806-f66c39b292f9,Hate it so much when my dreams feel so real		,M,18-24
2337,2aa1a2fb-ff75-4228-a806-f66c39b292f9,@username you have to go in settings and add the keyboard and delete your normal ones		,M,18-24
2338,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,@username is straightening my hair #sisters		,F,25-34
2339,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,Selling my car and never driving again #accidents		,F,25-34
2340,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,All white outfit after Labor Day? Not sorry about it. #initiation2011 #zetalove		,F,25-34
2341,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,"@username I ain't mad I just haven't checked Twitter all night! And you're right, I ate with a fucking bib #hatewhites		",F,25-34
2342,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,I can be brown I can be blue I can be violet sky. I can be hurtful I can be purple I can be anything you like		,F,25-34
2343,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,@username I try to be like Grace Kelly! Mmm but her looks were too sad ahhh so I try a little Freddie mmm I've gone identity mad!		,F,25-34
2344,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,"So this is what karma feels like...I steal internet for 3 months, I lose internet connection on the busiest days of my week #stuckinteamroom		",F,25-34
2345,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,@username @username DO IT DO IT DO IT COME COME COME COME COMMMEEEE!!!!!!		,F,25-34
2346,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,"""There's only Children of the Corn 7"" #movienight		",F,25-34
2347,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,Getting everything DONE today and it's putting me in the best mood EVER #aheadonhomework #willrockspanish #whatupspeech :)		,F,25-34
2348,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,Who needs Rex Burkhead when you have @username ? http://t.co/KVyJIHG		,F,25-34
2349,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,#ihate flaky professors.		,F,25-34
2350,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,Just realized that I have absolutely nothing to do today #WHOA #bestfeelingeverr		,F,25-34
2351,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,One-fourth of my refrigerator is cheese		,F,25-34
2352,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,"Oh hey, Kansas City. Are you ready for us? #QUADreunited :) :) :)		",F,25-34
2353,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,My very first Betsey Johnson boutique visit was completely ruined by the. most. annoying. sales. person. EVER. #stillgotcutestuffthough		,F,25-34
2354,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,#thatawkwardmoment when you realize you didn't put deodorant on today.... and you can't go home		,F,25-34
2355,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,I almost cried http://t.co/qSYDBPC #hopelessromantic		,F,25-34
2356,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,I have soooo much wireless internet all up in mah house #payingforinternet #ethical		,F,25-34
2357,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,Dead bug in the motel hair dryer. #super8		,F,25-34
2358,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,Just bought an obscene amount of bread. #onlythingicaneat #carboverload		,F,25-34
2359,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,Gotta wash so many tears and so much snot from my hair #bawlingtoddlers  #sickbabies #roughday		,F,25-34
2360,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,New Girl is so awesome		,F,25-34
2361,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,In the best mood I've been in all week. Time to run off some happy energy before I find myself in a gigglefit for the rest of the night :)		,F,25-34
2362,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,"Kinda sweaty from the intense wine-opening, upper-body workout #worthit		",F,25-34
2363,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,Ultimate high school throwback: Writing a report in two hours... on a book I've never read #bsactivate		,F,25-34
2364,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,Would I call this a success? umm sure. #jimmysleepingonmyfloor #okgoodnightitired		,F,25-34
2365,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,Its so hard getting into tournament mode when we don't have to travel for 3+ hours #tryingtogetpumped #donut		,F,25-34
2366,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,@username Nickelback ruins everything that is good		,F,25-34
2367,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,Just took my temperature with a Spongebob thermometer #BALLIN		,F,25-34
2368,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,I just hung out with so many homos. And I'm dressed as a kitty cat #supagayparty #sleepytweet		,F,25-34
2369,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,that was stupid. #anticlimactic		,F,25-34
2370,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,"Classic halloween: hung out with family, carved a pumpkin, and gave candy to trick-or-treaters #perfect :)		",F,25-34
2371,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,@username you'd better have a jaw-dropping costume to make up for your age! :)		,F,25-34
2372,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,@username I was actually hoping you were going to dress up like something along the lines of a unicorn....		,F,25-34
2373,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,@username or a princess. I'm into cutesy Halloween costumes. This year I was a kitty cat and an angel :)		,F,25-34
2374,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,@username dress up as t-swift!! :)		,F,25-34
2375,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,Classic Halloween made even more perfect. Scary movie with @username :)		,F,25-34
2376,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,I just watched a bunch of videos that members of my speech team obnoxiously posted on my wall over winter break last year #manilovemyteam		,F,25-34
2377,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,Racist comments in class #omg		,F,25-34
2378,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,eff mah life #completelyexhausted		,F,25-34
2379,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,#UUUUHHHHHHHHH i like it like that keep workin that back i dunno how to act slow motion for meh		,F,25-34
2380,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,@username It came on the radio earlier tonight and I totally thought of you!! It's our song bahaha :)		,F,25-34
2381,2ae9cc17-b851-4f6a-910e-bf2a2f6d91ab,I take back every complaint about wanting the weather to get chilly #psycoweather #helloumbrella		,F,25-34
